relation_type,subject_type,subject_key,object_type,object_key,source_dataset,source_record_id,period,acquisition_date,confidence_note,amount_if_present,ipa,source_url,regola_classificazione
organization_awarded_direct_award,organization,F.LLI FIORE S.R.L.,public_entity,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,affidamenti-diretti,44c1f5cd54095364471a90162b41b759bc3f2e6a1680f5229b85e394e700ba03,2026-01-01,2026-09-05,classificazione contraente da regole conservative documentate in docs/NORMALIZZAZIONE.md; i nomi non classificati non generano arco,21876.95,m_inf,https://trasparenza.mit.gov.it/archivio105_procedure-dal-01012024_0_17140_566_1.html,org_srl
organization_awarded_direct_award,organization,MAMILO S.R.L.,public_entity,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,affidamenti-diretti,0c5619639df7781680463c0f3234d5c302f9344ca123f0de50b3f60672f20ba8,2026-01-01,2026-09-05,classificazione contraente da regole conservative documentate in docs/NORMALIZZAZIONE.md; i nomi non classificati non generano arco,205000.0,m_inf,https://trasparenza.mit.gov.it/archivio105_procedure-dal-01012024_0_18356_566_1.html,org_srl
organization_awarded_direct_award,organization,INFRASTRUTTURE MILANO CORTINA 2020-2026 S.P.A.,public_entity,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,affidamenti-diretti,dcb3f8973409c37b7298bcdd337590fce0365aa90c61f9417ae91d7519924f62,2026-01-01,2026-09-05,classificazione contraente da regole conservative documentate in docs/NORMALIZZAZIONE.md; i nomi non classificati non generano arco,,m_inf,https://trasparenza.mit.gov.it/archivio105_procedure-dal-01012024_0_16391_566_1.html,org_spa
organization_awarded_direct_award,organization,INFRASTRUTTURE MILANO CORTINA 2026 S.P.A.,public_entity,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,affidamenti-diretti,0fe4f64e8e7d2f1801573d310c6df2b3ba33fc57b31370d06b718b1311b828d4,2026-01-01,2026-09-05,classificazione contraente da regole conservative documentate in docs/NORMALIZZAZIONE.md; i nomi non classificati non generano arco,,m_inf,https://trasparenza.mit.gov.it/archivio105_procedure-dal-01012024_0_18078_566_1.html,org_spa
organization_awarded_direct_award,organization,INFRASTRUTTURE MILANO CORTINA 2020-2026 S.P.A.,public_entity,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,affidamenti-diretti,5e739d3d195a555025502bbeeaa71efb48140d8c068da84bddcff4b31f598330,2026-01-01,2026-09-05,classificazione contraente da regole conservative documentate in docs/NORMALIZZAZIONE.md; i nomi non classificati non generano arco,,m_inf,https://trasparenza.mit.gov.it/archivio105_procedure-dal-01012024_0_17127_566_1.html,org_spa
organization_awarded_direct_award,organization,INFRASTRUTTURE MILANO CORTINA 2020-2026 S.P.A.,public_entity,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,affidamenti-diretti,63b010ee6210c13e27ee0f43dba00cf5caa4258d2c5c7cf4e1d1cdbfd24c188d,2026-01-01,2026-09-05,classificazione contraente da regole conservative documentate in docs/NORMALIZZAZIONE.md; i nomi non classificati non generano arco,,m_inf,https://trasparenza.mit.gov.it/archivio105_procedure-dal-01012024_0_17302_566_1.html,org_spa
organization_awarded_direct_award,organization,STRA.EDIL S.R.L.,public_entity,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,affidamenti-diretti,ee4109d681fdc5ef33e0a08cb898c38244366ba4602df1ceed4583b8081facdd,2026-01-01,2026-09-05,classificazione contraente da regole conservative documentate in docs/NORMALIZZAZIONE.md; i nomi non classificati non generano arco,110004.83,m_inf,https://trasparenza.mit.gov.it/archivio105_procedure-dal-01012024_0_17368_566_1.html,org_srl
organization_awarded_direct_award,organization,INFRASTRUTTURE MILANO CORTINA 2020-2026 S.P.A.,public_entity,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,affidamenti-diretti,5a70fc0e15aa49c3ca9a0d94758461b93eea5d424ae2cbb27e7fb732af30d641,2026-01-01,2026-09-05,classificazione contraente da regole conservative documentate in docs/NORMALIZZAZIONE.md; i nomi non classificati non generano arco,,m_inf,https://trasparenza.mit.gov.it/archivio105_procedure-dal-01012024_0_17777_566_1.html,org_spa
organization_awarded_direct_award,organization,INFRASTRUTTURE MILANO CORTINA 2020-2026 S.P.A.,public_entity,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,affidamenti-diretti,4d6b571562900e1e3e56de745120d599279d987d23268943c2bb9e4ef5f470da,2026-01-01,2026-09-05,classificazione contraente da regole conservative documentate in docs/NORMALIZZAZIONE.md; i nomi non classificati non generano arco,,m_inf,https://trasparenza.mit.gov.it/archivio105_procedure-dal-01012024_0_17779_566_1.html,org_spa
organization_awarded_direct_award,organization,INFRASTRUTTURE MILANO CORTINA 2020-2026 S.P.A.,public_entity,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,affidamenti-diretti,4d478f397d71f13dc928a58b6068eedfb3c7f0f6f02bcbee9b6fc7207f32ced4,2026-01-01,2026-09-05,classificazione contraente da regole conservative documentate in docs/NORMALIZZAZIONE.md; i nomi non classificati non generano arco,,m_inf,https://trasparenza.mit.gov.it/archivio105_procedure-dal-01012024_0_17827_566_1.html,org_spa
